loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
LN02685,BR02685,FIXED,2019-07-07,2034-04-19,193319.95,129524.37,8.36,180,WA,CASHOUT,C,24,<50K,DELINQUENT,176,Cardinal Mortgage Co,2024-06-21,2024-04-25,COMPLETE,ORIG_SYS
LN02686,BR02686,FIXED,2020-03-30,2035-01-11,365957.60,256170.32,14.73,180,GA,PURCHASE,D,8,<50K,CURRENT,0,BlueRiver Loan Servicing,2024-06-20,2024-03-12,COMPLETE,ORIG_SYS
LN02687,BR02687,ARM,2018-05-13,2033-02-23,176688.99,0.00,14.84,180,TX,PURCHASE,D,7,100K-150K,CLOSED,0,Cardinal Mortgage Co,2024-05-05,2024-05-15,COMPLETE,ORIG_SYS
LN02688,BR02688,FIXED,2015-06-09,2045-01-02,319048.39,0.00,4.14,360,GA,PURCHASE,A,9,<50K,CLOSED,0,Acme Servicing,2024-05-14,2024-06-22,COMPLETE,ORIG_SYS
LN02689,BR02689,ARM,2019-09-27,2049-04-22,232250.10,0.00,6.60,360,FL,PURCHASE,B,3,<50K,CLOSED,0,Cardinal Mortgage Co,2024-05-11,2024-04-21,COMPLETE,ORIG_SYS
LN02690,BR02690,ARM,2016-01-05,2025-11-13,263914.43,0.00,13.67,120,PA,PURCHASE,D,4,<50K,CLOSED,0,BlueRiver Loan Servicing,2024-06-12,2024-06-26,COMPLETE,ORIG_SYS
LN02691,BR02691,ARM,2016-04-20,2031-02-01,490265.46,294159.28,9.99,180,NC,CASHOUT,C,34,100K-150K,CURRENT,0,BlueRiver Loan Servicing,2024-06-27,2024-04-05,COMPLETE,ORIG_SYS
LN02692,BR02692,ARM,2018-10-14,2048-05-09,411307.58,279689.15,6.48,360,NY,REFI,B,28,<50K,DELINQUENT,79,BlueRiver Loan Servicing,2024-05-22,2024-05-29,COMPLETE,ORIG_SYS
LN02693,BR02693,FIXED,2020-07-11,2030-05-20,464285.00,465285.00,4.12,120,IL,PURCHASE,A,19,<50K,DELINQUENT,166,Acme Servicing,2024-06-22,2024-04-07,COMPLETE,ORIG_SYS
LN02694,BR02694,ARM,2017-08-02,2047-02-26,138391.76,44285.36,8.63,360,WA,CASHOUT,C,6,100K-150K,CURRENT,0,BlueRiver Loan Servicing,2024-05-23,2024-04-26,COMPLETE,ORIG_SYS
LN02695,BR02695,FIXED,2015-12-27,2025-11-04,484651.61,402260.84,8.01,120,IL,REFI,C,19,<50K,CURRENT,0,Acme Servicing,2024-06-10,2024-04-03,COMPLETE,ORIG_SYS
LN02696,BR02696,FIXED,2018-10-31,2033-08-13,296296.87,297296.87,8.07,180,OH,REFI,C,20,>150K,DELINQUENT,53,BlueRiver Loan Servicing,2024-06-15,2024-05-21,COMPLETE,ORIG_SYS
LN02697,BR02697,ARM,2019-11-08,2034-08-21,409526.25,143334.19,6.26,180,NY,CASHOUT,B,7,<50K,DELINQUENT,149,BlueRiver Loan Servicing,2024-06-09,2024-05-14,COMPLETE,ORIG_SYS
LN02698,BR02698,FIXED,2020-01-10,2039-09-27,63402.12,41211.38,10.38,240,FL,REFI,C,20,50K-100K,CURRENT,0,BlueRiver Loan Servicing,2024-06-11,2024-06-19,COMPLETE,ORIG_SYS
LN02699,BR02699,ARM,2019-01-19,2028-11-27,460859.45,271907.08,4.75,120,NC,PURCHASE,A,2,<50K,CURRENT,0,Acme Servicing,2024-06-05,2024-03-14,COMPLETE,ORIG_SYS
LN02700,BR02700,FIXED,2018-09-27,2028-08-05,69998.91,0.00,4.84,120,NY,CASHOUT,A,2,100K-150K,CLOSED,0,Cardinal Mortgage Co,2024-06-30,2024-03-15,COMPLETE,ORIG_SYS
LN02701,BR02701,ARM,2018-07-16,2048-02-09,267164.41,0.00,11.44,360,WA,REFI,D,27,50K-100K,CLOSED,0,Cardinal Mortgage Co,2024-06-28,2024-04-22,COMPLETE,ORIG_SYS
LN02702,BR02702,FIXED,2015-01-04,2044-07-30,177625.86,0.00,46.00,360,FL,REFI,B,10,<50K,CLOSED,0,BlueRiver Loan Servicing,2024-06-07,2024-04-06,COMPLETE,ORIG_SYS
LN02703,BR02703,ARM,2019-11-28,2039-08-15,259709.52,83107.05,7.71,240,FL,REFI,B,21,100K-150K,DELINQUENT,178,Cardinal Mortgage Co,2024-05-21,2024-04-07,COMPLETE,ORIG_SYS
LN02704,BR02704,ARM,2017-10-03,2032-07-16,84238.04,0.00,13.09,180,IL,CASHOUT,D,26,<50K,CLOSED,0,Cardinal Mortgage Co,2024-05-17,2024-06-06,COMPLETE,ORIG_SYS
LN02705,BR02705,ARM,2016-12-15,2046-07-11,440077.99,365264.73,10.98,360,PA,REFI,C,8,<50K,DELINQUENT,141,Acme Servicing,2024-06-23,2024-03-17,COMPLETE,ORIG_SYS
LN02706,BR02706,ARM,2018-02-06,2027-12-16,412227.49,0.00,6.72,120,TX,CASHOUT,B,21,<50K,CLOSED,0,Acme Servicing,2024-05-31,2024-06-13,COMPLETE,ORIG_SYS
LN02707,BR02707,ARM,2017-12-12,2047-07-08,260866.46,0.00,5.02,360,TX,CASHOUT,A,10,>150K,CLOSED,0,BlueRiver Loan Servicing,2024-06-13,2024-05-04,COMPLETE,ORIG_SYS
LN02708,BR02708,ARM,2016-05-09,2026-03-18,79138.29,69641.70,4.46,120,NC,CASHOUT,A,26,<50K,DELINQUENT,63,Cardinal Mortgage Co,2024-05-03,2024-05-17,COMPLETE,ORIG_SYS
LN02709,BR02709,FIXED,2017-01-28,2046-08-24,494893.52,0.00,9.11,360,OH,REFI,C,7,100K-150K,CLOSED,0,Cardinal Mortgage Co,2024-05-27,2024-05-29,COMPLETE,ORIG_SYS
LN02710,BR00535,ARM,2015-05-04,2033-05-01,356809.87,62476.73,9.52,180,NY,REFI,C,33,50K-100K,DELINQUENT,122,Acme Servicing,2024-05-27,2024-05-06,COMPLETE,ORIG_SYS
LN02711,BR02711,FIXED,2020-10-04,2035-07-18,456152.43,0.00,14.34,180,CA,REFI,D,9,100K-150K,CLOSED,0,Cardinal Mortgage Co,2024-05-22,2024-06-25,COMPLETE,ORIG_SYS
LN02712,BR02712,FIXED,2019-09-28,2039-06-15,268723.91,212291.89,6.71,240,NY,REFI,B,27,>150K,CURRENT,0,Cardinal Mortgage Co,2024-06-29,2024-03-05,COMPLETE,ORIG_SYS
LN02713,BR02713,ARM,2015-09-23,2025-08-01,302525.45,238995.11,5.22,120,CA,CASHOUT,A,1,50K-100K,DELINQUENT,60,Acme Servicing,2024-06-02,2024-05-15,COMPLETE,ORIG_SYS
LN02714,BR02714,ARM,2020-03-28,2035-01-09,295631.40,0.00,5.14,180,WA,REFI,A,21,>150K,CLOSED,0,Acme Servicing,2024-05-20,2024-06-07,COMPLETE,ORIG_SYS
LN02715,BR02715,ARM,2015-12-15,2045-07-10,340183.06,234726.31,4.97,360,NY,REFI,A,7,100K-150K,DELINQUENT,142,BlueRiver Loan Servicing,2024-06-17,2024-05-05,COMPLETE,ORIG_SYS
LN02716,BR02716,ARM,2019-02-20,2028-12-29,205402.50,174592.12,14.54,120,TX,CASHOUT,D,4,50K-100K,DELINQUENT,114,Acme Servicing,2024-06-09,2024-03-20,COMPLETE,ORIG_SYS
LN02717,BR02717,ARM,2019-02-01,2033-11-14,325303.91,296026.56,9.00,180,OH,CASHOUT,C,28,<50K,CURRENT,0,Acme Servicing,2024-06-21,2024-04-18,COMPLETE,ORIG_SYS
LN02718,BR02718,FIXED,2015-03-16,2034-12-01,366421.31,0.00,13.22,240,GA,REFI,D,32,50K-100K,CLOSED,0,Acme Servicing,2024-06-01,2024-05-19,COMPLETE,ORIG_SYS
LN02719,BR02719,FIXED,2018-11-13,2033-08-26,188625.07,0.00,9.62,180,OH,CASHOUT,C,6,50K-100K,CLOSED,0,Acme Servicing,2024-06-05,2024-05-26,COMPLETE,ORIG_SYS
LN02720,BR02720,ARM,2018-02-14,2047-09-10,111503.55,53521.70,14.89,360,GA,PURCHASE,D,11,>150K,CURRENT,0,Cardinal Mortgage Co,2024-05-13,2024-06-08,COMPLETE,ORIG_SYS
LN02721,BR02721,FIXED,2021-06-11,2051-01-05,496031.07,223213.98,4.52,360,OH,CASHOUT,A,21,<50K,DELINQUENT,162,BlueRiver Loan Servicing,2024-05-31,2024-04-30,COMPLETE,ORIG_SYS
LN02722,BR02722,FIXED,2017-10-17,2027-08-26,212571.23,0.00,7.20,120,PA,REFI,B,5,50K-100K,CLOSED,0,Acme Servicing,2024-06-01,2024-05-09,COMPLETE,ORIG_SYS
LN02723,BR02723,ARM,2018-06-12,2038-02-27,389551.81,171402.80,6.06,240,CA,CASHOUT,B,2,>150K,CURRENT,0,Cardinal Mortgage Co,2024-06-16,2024-05-09,COMPLETE,ORIG_SYS
LN02724,BR02724,ARM,2019-09-07,2034-06-20,211108.06,198441.58,7.95,180,CA,PURCHASE,B,2,<50K,DELINQUENT,58,Acme Servicing,2024-05-06,2024-06-01,COMPLETE,ORIG_SYS
LN02725,BR02725,FIXED,2015-07-29,2030-05-11,497601.27,189088.48,6.49,180,NC,REFI,B,2,<50K,CURRENT,0,Acme Servicing,2024-05-30,2024-05-06,COMPLETE,ORIG_SYS
LN02726,BR02726,ARM,2015-09-07,2035-05-25,57632.21,0.00,6.44,240,NY,REFI,B,24,100K-150K,CLOSED,0,Cardinal Mortgage Co,2024-06-28,2024-04-25,COMPLETE,ORIG_SYS
LN02727,BR02727,ARM,2021-03-24,2040-12-09,52838.66,36458.68,11.85,240,WA,CASHOUT,D,26,>150K,CURRENT,0,Acme Servicing,2024-06-04,2024-04-15,COMPLETE,ORIG_SYS
LN02728,BR02728,ARM,2020-08-31,2035-06-14,150465.78,0.00,9.77,180,IL,CASHOUT,C,31,100K-150K,CLOSED,0,BlueRiver Loan Servicing,2024-06-27,2024-06-22,COMPLETE,ORIG_SYS
LN02729,BR02729,FIXED,2016-07-08,2031-04-21,332747.08,266197.66,8.43,180,OH,PURCHASE,C,9,>150K,DELINQUENT,106,Cardinal Mortgage Co,2024-05-21,2024-04-20,COMPLETE,ORIG_SYS
LN02730,BR02730,ARM,2021-04-15,2040-12-31,185151.78,0.00,9.20,240,OH,CASHOUT,C,4,>150K,CLOSED,0,BlueRiver Loan Servicing,2024-06-12,2024-05-05,COMPLETE,ORIG_SYS
LN02731,BR02731,ARM,2017-10-17,2027-08-26,295612.83,0.00,7.07,120,NY,PURCHASE,B,8,50K-100K,CLOSED,0,Cardinal Mortgage Co,2024-05-22,2024-04-09,COMPLETE,ORIG_SYS
LN02732,BR02732,ARM,2015-02-10,2044-09-05,203975.23,0.00,4.23,360,TX,PURCHASE,A,29,>150K,CLOSED,0,Cardinal Mortgage Co,2024-06-25,2024-03-09,COMPLETE,ORIG_SYS
LN02733,BR02733,FIXED,2020-08-16,2030-06-25,220938.61,77328.51,8.69,120,NC,CASHOUT,C,5,>150K,CURRENT,0,Acme Servicing,2024-06-14,2024-04-13,COMPLETE,ORIG_SYS
LN02734,BR02734,ARM,2016-07-07,2026-05-16,120578.85,106109.39,5.76,120,CA,REFI,A,1,<50K,DELINQUENT,60,Cardinal Mortgage Co,2024-05-10,2024-05-11,COMPLETE,ORIG_SYS
LN02735,BR02735,ARM,2020-08-28,2035-06-11,409552.34,356310.54,5.96,180,OH,CASHOUT,A,29,50K-100K,CURRENT,0,Acme Servicing,2024-05-28,2024-05-13,COMPLETE,ORIG_SYS
LN02736,BR02736,FIXED,2016-08-26,2036-05-13,192229.23,0.00,7.33,240,NY,REFI,B,11,<50K,CLOSED,0,Acme Servicing,2024-05-21,2024-03-07,COMPLETE,ORIG_SYS
LN02737,BR02737,FIXED,2018-11-17,2028-09-25,186672.55,0.00,6.44,120,OH,CASHOUT,B,21,<50K,CLOSED,0,Cardinal Mortgage Co,2024-05-10,2024-05-29,COMPLETE,ORIG_SYS
LN02738,BR02738,ARM,2016-12-23,2031-10-06,77725.70,53630.73,5.91,180,TX,CASHOUT,A,25,50K-100K,CURRENT,0,Acme Servicing,2024-05-08,2024-04-28,COMPLETE,ORIG_SYS
LN02739,BR02739,FIXED,2020-06-18,2040-03-05,222058.92,82161.80,6.30,240,NC,PURCHASE,B,4,100K-150K,DELINQUENT,92,BlueRiver Loan Servicing,2024-05-03,2024-05-13,COMPLETE,ORIG_SYS
LN02740,BR02740,FIXED,2018-12-13,2048-07-08,493125.58,0.00,10.62,360,FL,PURCHASE,C,23,<50K,CLOSED,0,Acme Servicing,2024-05-06,2024-04-24,COMPLETE,ORIG_SYS
LN02741,BR02741,ARM,2015-11-29,2030-09-11,468032.91,0.00,8.70,180,IL,REFI,C,6,>150K,CLOSED,0,BlueRiver Loan Servicing,2024-06-06,2024-04-13,COMPLETE,ORIG_SYS
LN02742,BR02742,FIXED,2020-12-17,2050-07-13,449274.22,179709.69,10.76,360,TX,REFI,C,27,50K-100K,CURRENT,0,Acme Servicing,2024-06-27,2024-04-30,COMPLETE,ORIG_SYS
LN02743,BR02743,ARM,2018-03-30,2028-02-06,479036.63,210776.12,5.12,120,NY,PURCHASE,A,30,100K-150K,DELINQUENT,147,Acme Servicing,2024-06-21,2024-05-22,COMPLETE,ORIG_SYS
LN02744,BR02744,FIXED,2019-08-18,2034-05-31,68002.51,44881.66,7.28,180,IL,PURCHASE,B,24,100K-150K,DELINQUENT,155,BlueRiver Loan Servicing,2024-05-14,2024-03-23,COMPLETE,ORIG_SYS
LN02745,BR02745,FIXED,2018-11-04,2028-09-12,353024.65,204754.30,11.35,120,NC,CASHOUT,D,15,<50K,CURRENT,0,Acme Servicing,2024-06-06,2024-04-23,COMPLETE,ORIG_SYS
LN02746,BR02746,FIXED,2017-05-07,2032-02-18,342540.28,232927.39,46.00,180,NC,PURCHASE,C,8,100K-150K,DELINQUENT,96,Cardinal Mortgage Co,2024-05-28,13/40/2020,COMPLETE,ORIG_SYS
LN02747,BR02747,FIXED,2019-10-07,2034-07-20,98668.30,70054.49,14.25,180,IL,CASHOUT,D,19,<50K,CURRENT,0,Acme Servicing,2024-05-27,2024-04-28,COMPLETE,ORIG_SYS
LN02748,BR02748,FIXED,2015-12-03,2030-09-15,276329.01,0.00,9.64,180,IL,REFI,C,10,<50K,CLOSED,0,Cardinal Mortgage Co,2024-06-07,2024-06-06,COMPLETE,ORIG_SYS
LN02749,BR02749,FIXED,2017-10-24,2047-05-20,383671.50,276243.48,14.90,360,ZZ,CASHOUT,D,12,50K-100K,CURRENT,0,BlueRiver Loan Servicing,2024-05-18,2024-04-21,COMPLETE,ORIG_SYS
LN02750,BR02750,FIXED,2020-09-08,2050-04-04,299884.27,134947.92,9.27,360,TX,REFI,C,17,100K-150K,DELINQUENT,132,Cardinal Mortgage Co,2024-05-05,2024-05-09,COMPLETE,ORIG_SYS
LN02751,BR02751,FIXED,2016-09-07,2031-06-21,494228.82,247114.41,8.56,180,OH,PURCHASE,C,6,50K-100K,DELINQUENT,61,BlueRiver Loan Servicing,2024-06-07,2024-05-24,COMPLETE,ORIG_SYS
LN02752,BR02752,FIXED,2017-02-03,2026-12-13,450575.16,297379.61,6.44,120,NC,PURCHASE,B,34,100K-150K,DELINQUENT,108,Cardinal Mortgage Co,2024-05-29,2024-06-16,COMPLETE,ORIG_SYS
LN02753,BR02753,FIXED,2016-04-13,2026-02-20,418507.89,305510.76,9.03,120,CA,REFI,C,0,<50K,DELINQUENT,141,Acme Servicing,2024-06-14,2024-05-28,COMPLETE,ORIG_SYS
LN02754,BR02754,ARM,2015-08-04,2045-02-27,455078.20,309453.18,8.00,360,OH,PURCHASE,B,14,100K-150K,CURRENT,0,BlueRiver Loan Servicing,2024-05-03,2024-04-14,COMPLETE,ORIG_SYS
LN02755,BR02755,ARM,2019-04-18,2029-02-24,408657.45,0.00,6.50,120,OH,REFI,B,8,100K-150K,CLOSED,0,BlueRiver Loan Servicing,2024-06-18,2024-04-09,COMPLETE,ORIG_SYS
LN02756,BR02756,FIXED,2016-08-04,2036-04-21,191530.17,76612.07,6.91,240,GA,REFI,B,20,100K-150K,CURRENT,0,Acme Servicing,2024-06-15,2024-03-09,COMPLETE,ORIG_SYS
LN02757,BR02757,FIXED,2019-01-26,2038-10-13,135535.42,0.00,4.24,240,OH,REFI,A,20,100K-150K,CLOSED,0,Cardinal Mortgage Co,2024-05-07,2024-05-01,COMPLETE,ORIG_SYS
LN02758,BR02758,FIXED,2018-06-18,2048-01-12,71510.85,0.00,8.47,360,NC,REFI,C,15,50K-100K,CLOSED,0,BlueRiver Loan Servicing,2024-05-18,2024-03-16,COMPLETE,ORIG_SYS
LN02759,BR02759,FIXED,2020-03-13,2049-10-07,200312.58,5000.00,7.12,360,PA,PURCHASE,B,34,<50K,CLOSED,0,Acme Servicing,2024-06-09,2024-03-10,COMPLETE,ORIG_SYS
LN02760,BR02760,ARM,2019-01-07,2028-11-15,456868.52,328945.33,14.15,120,NY,PURCHASE,D,15,50K-100K,DELINQUENT,51,Cardinal Mortgage Co,2024-06-24,2024-03-14,COMPLETE,ORIG_SYS
LN02761,BR02761,FIXED,2021-07-19,2036-05-01,367829.47,136096.90,4.76,180,NY,REFI,A,4,>150K,DELINQUENT,125,Cardinal Mortgage Co,2024-05-12,2024-06-07,COMPLETE,ORIG_SYS
LN02762,BR02762,ARM,2020-03-16,2030-01-23,376558.10,214638.12,11.32,120,IL,CASHOUT,D,19,100K-150K,CURRENT,0,BlueRiver Loan Servicing,2024-06-16,2024-04-12,COMPLETE,ORIG_SYS
LN02763,BR02763,FIXED,2021-02-13,2040-10-31,210483.11,67354.60,6.57,240,TX,REFI,B,3,<50K,CURRENT,0,Acme Servicing,2024-05-07,2024-03-05,COMPLETE,ORIG_SYS
LN02764,BR02764,ARM,2018-10-09,2033-07-22,290157.80,87047.34,7.45,180,OH,CASHOUT,B,28,<50K,DELINQUENT,126,Acme Servicing,2024-06-22,2024-04-22,COMPLETE,ORIG_SYS
LN02765,BR02765,FIXED,2015-06-09,2030-03-22,198533.14,71471.93,10.51,180,NY,CASHOUT,C,3,100K-150K,CURRENT,0,Acme Servicing,2024-06-08,2024-03-09,COMPLETE,ORIG_SYS
LN02766,BR02766,ARM,2020-06-02,2040-02-18,334215.62,307478.37,13.42,240,NY,CASHOUT,D,28,>150K,DELINQUENT,106,Cardinal Mortgage Co,2024-05-25,2024-03-10,COMPLETE,ORIG_SYS
LN02767,BR02767,FIXED,2017-01-17,2031-10-31,364704.23,262587.05,4.84,180,PA,CASHOUT,A,9,>150K,DELINQUENT,125,BlueRiver Loan Servicing,2024-06-01,2024-03-09,COMPLETE,ORIG_SYS
LN02768,BR02768,FIXED,2015-12-13,2035-08-30,229357.22,0.00,5.81,240,PA,REFI,A,11,<50K,CLOSED,0,Acme Servicing,2024-05-19,2024-05-29,COMPLETE,ORIG_SYS
LN02769,BR02769,FIXED,2016-07-29,2031-05-12,228274.44,0.00,5.07,180,NY,CASHOUT,A,28,50K-100K,CLOSED,0,Acme Servicing,2024-05-13,2024-03-08,COMPLETE,ORIG_SYS
LN02770,BR02770,ARM,2021-07-19,2036-05-01,413231.50,0.00,14.33,180,FL,PURCHASE,D,23,<50K,CLOSED,0,Cardinal Mortgage Co,2024-05-19,2024-06-28,COMPLETE,ORIG_SYS
LN02771,BR02771,ARM,2019-05-29,2039-02-13,420405.58,0.00,13.83,240,TX,REFI,D,7,<50K,CLOSED,0,Acme Servicing,2024-06-03,2024-03-08,COMPLETE,ORIG_SYS
LN02772,BR02772,FIXED,2018-09-14,2048-04-09,91566.52,81494.20,4.90,360,GA,CASHOUT,A,6,<50K,CURRENT,0,BlueRiver Loan Servicing,2024-05-11,2024-03-10,COMPLETE,ORIG_SYS
LN02773,BR02773,ARM,2019-06-10,2034-03-23,301449.16,201970.94,7.61,180,OH,REFI,B,10,100K-150K,DELINQUENT,110,Cardinal Mortgage Co,2024-05-10,2024-05-19,COMPLETE,ORIG_SYS
LN02774,BR02774,ARM,2015-09-10,2030-06-23,190143.69,96973.28,7.12,180,GA,REFI,B,33,100K-150K,CURRENT,0,Acme Servicing,2024-05-06,2024-04-18,COMPLETE,ORIG_SYS
LN02775,BR02775,FIXED,2020-07-29,2035-05-12,256482.54,189797.08,8.71,180,OH,REFI,C,6,<50K,CURRENT,0,BlueRiver Loan Servicing,2024-05-20,2024-06-02,COMPLETE,ORIG_SYS
LN02776,BR02776,FIXED,2018-10-29,2048-05-24,282963.94,0.00,6.76,360,NC,REFI,B,31,>150K,CLOSED,0,Cardinal Mortgage Co,2024-06-02,2024-06-13,COMPLETE,ORIG_SYS
LN02777,BR02777,FIXED,2017-10-16,2037-07-03,266678.29,0.00,5.77,240,OH,PURCHASE,A,26,100K-150K,CLOSED,0,Cardinal Mortgage Co,2024-06-02,2024-05-23,COMPLETE,ORIG_SYS
LN02778,BR02778,FIXED,2016-07-14,2046-02-07,347716.47,0.00,8.37,360,GA,CASHOUT,C,11,<50K,CLOSED,0,Cardinal Mortgage Co,2024-06-06,2024-03-13,COMPLETE,ORIG_SYS
LN02779,BR02779,ARM,2018-04-29,2033-02-09,267039.02,0.00,6.79,180,IL,REFI,B,30,50K-100K,CLOSED,0,BlueRiver Loan Servicing,2024-06-26,2024-05-15,COMPLETE,ORIG_SYS
LN02780,BR02780,ARM,2016-12-18,2036-09-04,470105.39,211547.43,6.93,240,TX,PURCHASE,B,4,100K-150K,DELINQUENT,95,Cardinal Mortgage Co,2024-06-15,2024-06-26,COMPLETE,ORIG_SYS
LN02781,BR02781,ARM,2018-03-13,2037-11-28,248471.02,183868.55,6.58,240,TX,REFI,B,27,100K-150K,DELINQUENT,115,Cardinal Mortgage Co,2024-05-28,2024-06-25,COMPLETE,ORIG_SYS
LN02782,BR02782,ARM,2021-10-10,2031-08-19,470223.36,442009.96,8.36,120,GA,REFI,C,3,50K-100K,CURRENT,0,Cardinal Mortgage Co,2024-05-08,2024-05-31,COMPLETE,ORIG_SYS
LN02783,BR02783,ARM,2017-12-28,2037-09-14,156306.07,132860.16,8.14,240,GA,REFI,C,25,100K-150K,DELINQUENT,33,BlueRiver Loan Servicing,2024-06-19,2024-05-17,COMPLETE,ORIG_SYS
LN02784,BR02784,ARM,2015-01-24,2034-10-11,332102.02,195940.19,11.93,240,IL,PURCHASE,D,9,50K-100K,CURRENT,0,Cardinal Mortgage Co,2024-06-12,2024-05-07,COMPLETE,ORIG_SYS
LN02785,BR02785,FIXED,2019-06-03,2039-02-18,406940.51,0.00,46.00,240,WA,CASHOUT,B,11,100K-150K,CLOSED,0,BlueRiver Loan Servicing,2024-05-03,2024-06-09,COMPLETE,ORIG_SYS
LN02786,BR02786,FIXED,2015-03-14,2034-11-29,76305.04,47309.12,7.13,240,CA,REFI,B,31,100K-150K,DELINQUENT,78,Cardinal Mortgage Co,2024-05-23,2024-04-11,COMPLETE,ORIG_SYS
LN02787,BR02787,FIXED,2021-08-10,2036-05-23,-379635.25,212035.74,11.40,180,GA,REFI,D,11,50K-100K,DELINQUENT,32,Cardinal Mortgage Co,2024-06-23,2024-04-24,COMPLETE,ORIG_SYS
LN02788,BR02788,FIXED,2016-10-01,2036-06-18,404241.31,0.00,6.32,240,GA,PURCHASE,B,1,>150K,CLOSED,0,BlueRiver Loan Servicing,2024-06-27,2024-04-10,COMPLETE,ORIG_SYS
LN02789,BR02789,FIXED,2018-04-04,2033-01-15,491380.02,353793.61,6.74,180,TX,REFI,B,14,100K-150K,DELINQUENT,120,Acme Servicing,2024-06-26,2024-06-03,COMPLETE,ORIG_SYS
LN02790,BR02790,FIXED,2015-12-20,2025-10-28,98814.02,66205.39,9.84,120,IL,PURCHASE,C,3,100K-150K,DELINQUENT,53,Cardinal Mortgage Co,2024-05-11,2024-04-24,COMPLETE,ORIG_SYS
LN02791,BR02791,FIXED,2017-09-26,2032-07-09,428378.14,0.00,9.13,180,GA,REFI,C,20,>150K,CLOSED,0,BlueRiver Loan Servicing,2024-06-11,2024-04-05,COMPLETE,ORIG_SYS
LN02792,BR02792,ARM,2016-09-19,2046-04-15,449607.85,229300.00,6.38,360,NC,REFI,B,25,<50K,DELINQUENT,126,BlueRiver Loan Servicing,2024-06-23,2024-03-06,COMPLETE,ORIG_SYS
LN02793,BR02793,FIXED,2017-08-13,2027-06-22,407164.15,0.00,10.56,120,WA,PURCHASE,C,22,<50K,CLOSED,0,Cardinal Mortgage Co,2024-06-03,2024-03-27,COMPLETE,ORIG_SYS
LN02794,BR02794,ARM,2018-11-04,2033-08-17,137779.42,103334.56,6.09,180,WA,PURCHASE,B,25,100K-150K,CURRENT,0,Acme Servicing,2024-05-09,2024-05-13,COMPLETE,ORIG_SYS
LN02795,BR02795,ARM,2016-02-15,2025-12-24,276362.08,218326.04,7.40,120,OH,CASHOUT,B,29,50K-100K,DELINQUENT,84,Cardinal Mortgage Co,2024-06-21,2022-11-29,COMPLETE,ORIG_SYS
LN02796,BR02796,FIXED,2016-02-10,2045-09-05,374683.88,258531.88,4.87,360,GA,CASHOUT,A,25,<50K,DELINQUENT,170,BlueRiver Loan Servicing,2024-05-13,2024-04-27,COMPLETE,ORIG_SYS
LN02797,BR02797,ARM,2020-07-31,2050-02-24,157169.10,0.00,5.49,360,OH,CASHOUT,A,8,>150K,CLOSED,0,Acme Servicing,2024-06-04,2024-06-22,COMPLETE,ORIG_SYS
LN02798,BR02798,FIXED,2021-01-27,2050-08-23,117501.07,108100.98,7.45,360,WA,PURCHASE,B,14,50K-100K,DELINQUENT,165,Cardinal Mortgage Co,2024-06-16,2022-11-29,COMPLETE,ORIG_SYS
LN02799,BR02799,FIXED,2015-04-12,2044-11-05,452188.55,0.00,12.79,360,NC,REFI,D,7,<50K,CLOSED,0,BlueRiver Loan Servicing,2024-05-13,2024-04-07,COMPLETE,ORIG_SYS
LN02800,BR02800,ARM,2020-11-13,2035-08-27,231289.29,157276.72,12.89,180,GA,CASHOUT,D,19,50K-100K,DELINQUENT,131,Acme Servicing,2024-05-20,2024-04-07,COMPLETE,ORIG_SYS
LN02801,BR02801,ARM,2015-01-30,2029-11-12,159422.70,87682.48,8.58,180,NY,REFI,C,30,>150K,CURRENT,0,BlueRiver Loan Servicing,2024-06-18,2024-05-17,COMPLETE,ORIG_SYS
LN02802,BR02802,ARM,2021-07-07,2031-05-16,421322.22,0.00,6.61,120,IL,REFI,B,18,<50K,CLOSED,0,Cardinal Mortgage Co,2024-05-22,2024-06-29,COMPLETE,ORIG_SYS
LN02803,BR02803,ARM,2021-01-25,2040-10-12,181279.55,67073.43,5.09,240,CA,PURCHASE,A,2,>150K,DELINQUENT,124,Cardinal Mortgage Co,2024-06-28,2024-04-08,COMPLETE,ORIG_SYS
LN02804,BR02804,FIXED,2015-04-10,2025-02-16,275792.73,0.00,8.23,120,TX,CASHOUT,C,14,100K-150K,CLOSED,0,BlueRiver Loan Servicing,2024-06-25,2024-04-20,COMPLETE,ORIG_SYS
LN02805,BR02805,FIXED,2016-05-17,2045-12-11,446127.00,330133.98,4.12,360,GA,CASHOUT,A,34,<50K,CURRENT,0,BlueRiver Loan Servicing,2024-05-11,2024-03-22,COMPLETE,ORIG_SYS
LN02806,BR02806,ARM,2017-08-01,2027-06-10,117517.97,75211.50,6.12,120,WA,CASHOUT,B,3,<50K,CURRENT,0,Acme Servicing,2024-06-27,2024-03-17,COMPLETE,ORIG_SYS
LN02807,BR02807,FIXED,2016-01-18,2030-10-31,421850.70,0.00,5.89,180,FL,REFI,A,5,50K-100K,CLOSED,0,BlueRiver Loan Servicing,2024-05-27,2024-03-15,COMPLETE,ORIG_SYS
